epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,4786.87,0.01112,1.10142,1.10428,0.82504,0.9732,0.96796,0.83156,0.00851,0.67367,0.9043,0.00118786,0.00118786,0.00118786
179,4813.65,0.01106,1.12521,1.10171,0.8536,0.94845,0.97058,0.84061,0.00801,0.67683,0.8881,0.00118021,0.00118021,0.00118021
180,4840.4,0.01101,1.10674,1.09845,0.86123,0.94692,0.97143,0.84938,0.00756,0.65429,0.87756,0.00117254,0.00117254,0.00117254
181,4867.19,0.01097,1.07765,1.1036,0.8646,0.92371,0.96726,0.8416,0.00777,0.67481,0.88257,0.00116487,0.00116487,0.00116487
182,4894,0.01086,1.07799,1.09003,0.95733,0.84124,0.97025,0.82751,0.00835,0.66284,0.89534,0.00115719,0.00115719,0.00115719
183,4920.75,0.01115,1.09885,1.12627,0.85094,0.95338,0.97159,0.83454,0.00819,0.68004,0.88868,0.00114949,0.00114949,0.00114949
184,4947.48,0.01086,1.10046,1.09739,0.84177,0.9543,0.96953,0.82887,0.00871,0.6722,0.90062,0.00114179,0.00114179,0.00114179
185,4974.39,0.01097,1.07743,1.09754,0.8506,0.94639,0.97255,0.83685,0.00848,0.64132,0.89096,0.00113408,0.00113408,0.00113408
186,5001.34,0.01065,1.0456,1.08204,0.87305,0.9134,0.97117,0.84641,0.00782,0.66313,0.87328,0.00112636,0.00112636,0.00112636
187,5028.16,0.0109,1.09281,1.09175,0.82415,0.98565,0.96994,0.8394,0.00805,0.65945,0.88109,0.00111864,0.00111864,0.00111864
188,5054.95,0.0107,1.05855,1.08681,0.83277,0.98763,0.97223,0.84188,0.0079,0.63463,0.88054,0.00111091,0.00111091,0.00111091
189,5081.79,0.01063,1.08686,1.08006,0.90006,0.92165,0.97343,0.83972,0.00807,0.64737,0.8848,0.00110317,0.00110317,0.00110317
190,5108.66,0.01072,1.0451,1.08152,0.84672,0.95876,0.97169,0.84974,0.00741,0.63929,0.87177,0.00109542,0.00109542,0.00109542
191,5135.49,0.01082,1.11094,1.09507,0.82599,0.99175,0.97143,0.8497,0.00759,0.62882,0.87594,0.00108767,0.00108767,0.00108767
192,5162.3,0.0107,1.14414,1.08405,0.81972,0.99375,0.96934,0.84245,0.00781,0.63918,0.87364,0.00107992,0.00107992,0.00107992
193,5189.19,0.01071,1.07666,1.08442,0.83762,0.97113,0.97117,0.84195,0.00804,0.64949,0.87699,0.00107216,0.00107216,0.00107216
194,5215.99,0.01092,1.07959,1.09886,0.82794,0.98144,0.97048,0.84393,0.00801,0.66727,0.87196,0.0010644,0.0010644,0.0010644
195,5242.79,0.01063,1.06644,1.08772,0.82433,0.98969,0.97154,0.83427,0.00833,0.64365,0.88191,0.00105664,0.00105664,0.00105664
196,5269.67,0.01081,1.07387,1.10356,0.83577,0.98144,0.96896,0.8422,0.00799,0.65476,0.8735,0.00104887,0.00104887,0.00104887
